date,dew,pollution,temp,wnd_dir,wnd_spd,snow,rain,target
2010/7/3 7:00,21,50,27,20,1.78,0,0,77
2010/7/3 8:00,22,73,28,20,2.67,0,0,89
2010/7/3 9:00,21,77,29,10,1.79,0,0,93
2010/7/3 10:00,20,89,31,20,1.79,0,0,100
2010/7/3 11:00,20,93,33,-10,1.79,0,0,95
2010/7/3 12:00,20,100,35,20,1.79,0,0,88
2010/7/3 13:00,19,95,36,10,3.13,0,0,85
2010/7/3 14:00,17,88,37,10,6.26,0,0,68
2010/7/3 15:00,16,85,37,10,9.39,0,0,72
2010/7/3 16:00,16,68,38,10,13.41,0,0,57
2010/7/3 17:00,17,72,37,10,17.43,0,0,48
2010/7/3 18:00,17,57,37,10,20.56,0,0,37
2010/7/3 19:00,17,48,34,10,22.35,0,0,67
2010/7/3 20:00,17,37,33,10,23.24,0,0,54
2010/7/3 21:00,18,67,30,10,25.03,0,0,59
2010/7/3 22:00,20,54,30,10,26.82,0,0,79
2010/7/3 23:00,21,59,30,10,30.84,0,0,94
2010/7/4 0:00,22,79,29,10,34.86,0,0,127
2010/7/4 1:00,21,94,28,20,0.89,0,0,153
2010/7/4 2:00,21,127,27,10,1.79,0,0,168
2010/7/4 3:00,21,153,27,-10,1.79,0,0,161
2010/7/4 4:00,20,168,26,20,0.89,0,0,145
2010/7/4 5:00,20,161,26,20,1.78,0,0,127
2010/7/4 6:00,21,145,26,0,0.89,0,0,119
2010/7/4 7:00,21,127,28,20,0.89,0,0,103
2010/7/4 8:00,20,119,29,0,1.79,0,0,100
2010/7/4 9:00,20,103,30,0,5.81,0,0,78
2010/7/4 10:00,20,100,30,0,7.6,0,0,77
2010/7/4 11:00,22,78,29,20,0.89,0,1,58
2010/7/4 12:00,19,77,33,20,1.78,0,0,47
2010/7/4 13:00,14,58,37,10,3.13,0,0,43
2010/7/4 14:00,15,47,37,10,6.26,0,0,66
2010/7/4 15:00,14,43,38,20,3.13,0,0,56
2010/7/4 16:00,18,66,37,10,5.81,0,0,51
2010/7/4 17:00,17,56,37,10,10.73,0,0,60
2010/7/4 18:00,16,51,36,10,15.65,0,0,61
2010/7/4 19:00,18,60,34,10,18.78,0,0,66
2010/7/4 20:00,19,61,31,10,21.91,0,0,77
2010/7/4 21:00,20,66,30,10,23.7,0,0,87
2010/7/4 22:00,20,77,29,10,25.49,0,0,105
2010/7/4 23:00,20,87,29,10,27.28,0,0,117
2010/7/5 0:00,20,105,27,20,0.89,0,0,122
2010/7/5 1:00,20,117,26,20,1.78,0,0,132
2010/7/5 2:00,21,122,25,-10,0.89,0,0,114
2010/7/5 3:00,21,132,24,0,0.89,0,0,104
2010/7/5 4:00,20,114,24,0,2.68,0,0,78
2010/7/5 5:00,19,104,23,0,5.81,0,0,59
2010/7/5 6:00,20,78,24,0,9.83,0,0,35
2010/7/5 7:00,15,59,28,0,12.96,0,0,31
2010/7/5 8:00,13,35,31,0,16.98,0,0,15
2010/7/5 9:00,11,31,33,0,21,0,0,15
2010/7/5 10:00,11,15,35,0,22.79,0,0,13
2010/7/5 11:00,9,15,38,20,1.79,0,0,11
2010/7/5 12:00,7,13,39,0,3.13,0,0,8
2010/7/5 13:00,7,11,40,0,8.05,0,0,10
2010/7/5 14:00,6,8,40,0,12.07,0,0,13
2010/7/5 15:00,5,10,41,0,20.12,0,0,12
2010/7/5 16:00,5,13,41,0,28.17,0,0,9
2010/7/5 17:00,5,12,41,0,33.09,0,0,21
2010/7/5 18:00,4,9,40,0,34.88,0,0,20
2010/7/5 19:00,9,21,36,0,38.01,0,0,34
2010/7/5 20:00,12,20,33,0,39.8,0,0,32
2010/7/5 21:00,8,34,33,0,41.59,0,0,44
2010/7/5 22:00,12,32,29,20,0.45,0,0,62
2010/7/5 23:00,15,44,26,20,1.34,0,0,34
2010/7/6 0:00,14,62,27,-10,3.13,0,0,24
2010/7/6 1:00,10,34,26,0,3.13,0,0,25
2010/7/6 2:00,8,24,28,0,7.15,0,0,28
2010/7/6 3:00,9,25,28,0,11.17,0,0,28
2010/7/6 4:00,9,28,26,0,12.96,0,0,24
2010/7/6 5:00,12,28,23,-10,0.89,0,0,22
2010/7/6 6:00,13,24,26,0,3.13,0,0,21
2010/7/6 7:00,10,22,30,0,7.15,0,0,27
2010/7/6 8:00,10,21,32,0,10.28,0,0,19
2010/7/6 9:00,8,27,34,-10,3.13,0,0,4
2010/7/6 10:00,8,19,36,0,1.79,0,0,2
2010/7/6 11:00,6,4,38,20,1.79,0,0,3
2010/7/6 12:00,5,2,38,20,3.58,0,0,9
2010/7/6 13:00,6,3,40,20,6.71,0,0,7
2010/7/6 14:00,7,9,40,10,3.13,0,0,21
2010/7/6 15:00,6,7,41,10,7.15,0,0,23
2010/7/6 16:00,6,21,40,10,12.96,0,0,17
2010/7/6 17:00,7,23,39,10,18.77,0,0,25
2010/7/6 18:00,8,17,37,10,23.69,0,0,36
2010/7/6 19:00,10,25,36,10,27.71,0,0,50
2010/7/6 20:00,12,36,35,10,33.52,0,0,44
2010/7/6 21:00,12,50,32,10,35.31,0,0,59
2010/7/6 22:00,18,44,30,10,42.46,0,0,47
2010/7/6 23:00,18,59,27,10,49.61,0,0,24
2010/7/7 0:00,15,47,26,10,55.42,0,0,29
2010/7/7 1:00,14,24,25,10,58.55,0,0,35
2010/7/7 2:00,14,29,25,20,0.89,0,0,45
2010/7/7 3:00,14,35,25,20,1.78,0,0,52
2010/7/7 4:00,15,45,23,0,0.89,0,0,46
2010/7/7 5:00,15,52,23,20,0.89,0,0,46
2010/7/7 6:00,15,46,25,20,1.34,0,0,49
2010/7/7 7:00,15,46,27,10,1.79,0,0,39
2010/7/7 8:00,15,49,27,10,4.92,0,0,54
2010/7/7 9:00,15,39,28,10,8.94,0,0,57
2010/7/7 10:00,16,54,28,10,10.73,0,0,59
2010/7/7 11:00,16,57,29,10,12.52,0,0,69
2010/7/7 12:00,16,59,29,10,15.65,0,0,79
2010/7/7 13:00,16,69,30,10,17.44,0,0,79
2010/7/7 14:00,17,79,30,20,0.89,0,0,61
2010/7/7 15:00,17,79,30,10,1.79,0,0,65
2010/7/7 16:00,17,61,30,-10,1.79,0,0,68
2010/7/7 17:00,18,65,30,20,1.79,0,0,76
2010/7/7 18:00,18,68,29,10,1.79,0,0,79
2010/7/7 19:00,18,76,29,20,0.89,0,0,80
2010/7/7 20:00,19,79,28,-10,1.79,0,0,67
2010/7/7 21:00,18,80,27,10,4.02,0,0,61
2010/7/7 22:00,17,67,27,10,8.94,0,0,52
2010/7/7 23:00,17,61,26,10,10.73,0,0,55
2010/7/8 0:00,17,52,25,10,12.52,0,0,45
2010/7/8 1:00,17,55,25,10,16.54,0,0,50
2010/7/8 2:00,17,45,25,10,19.67,0,0,52
2010/7/8 3:00,17,50,25,10,21.46,0,0,52
2010/7/8 4:00,17,52,23,10,23.25,0,0,46
2010/7/8 5:00,17,52,22,20,0.89,0,0,63
2010/7/8 6:00,18,46,23,20,1.34,0,0,74
2010/7/8 7:00,18,63,26,20,2.23,0,0,77
2010/7/8 8:00,17,74,27,-10,1.79,0,0,71
2010/7/8 9:00,17,77,29,-10,3.58,0,0,49
2010/7/8 10:00,16,71,31,0,3.13,0,0,31
2010/7/8 11:00,14,49,33,0,6.26,0,0,28
2010/7/8 12:00,12,31,35,10,1.79,0,0,21
2010/7/8 13:00,11,28,35,10,3.58,0,0,21
2010/7/8 14:00,11,21,36,20,1.79,0,0,14
2010/7/8 15:00,11,21,36,20,4.92,0,0,23
2010/7/8 16:00,11,14,37,10,3.13,0,0,31
2010/7/8 17:00,10,23,36,20,1.79,0,0,32
2010/7/8 18:00,10,31,36,10,3.13,0,0,32
2010/7/8 19:00,11,32,34,10,8.94,0,0,33
2010/7/8 20:00,11,32,32,10,12.07,0,0,70
2010/7/8 21:00,16,33,30,10,16.99,0,0,73
2010/7/8 22:00,18,70,29,10,20.12,0,0,69
2010/7/8 23:00,17,73,28,10,25.04,0,0,86
2010/7/9 0:00,17,69,26,10,29.06,0,0,81
2010/7/9 1:00,16,86,25,10,33.08,0,0,67
2010/7/9 2:00,16,81,25,10,37.1,0,0,69
2010/7/9 3:00,16,67,25,10,40.23,0,0,69
2010/7/9 4:00,16,69,23,0,1.79,0,0,79
2010/7/9 5:00,17,69,23,20,0.89,0,0,84
2010/7/9 6:00,18,79,24,20,1.78,0,0,79
2010/7/9 7:00,17,84,26,20,2.67,0,0,86
2010/7/9 8:00,17,79,27,10,1.79,0,0,96
2010/7/9 9:00,17,86,28,10,4.92,0,0,90
2010/7/9 10:00,17,96,28,10,8.05,0,0,90
2010/7/9 11:00,17,90,29,10,11.18,0,0,97
2010/7/9 12:00,18,90,30,10,15.2,0,0,112
2010/7/9 13:00,19,97,29,10,18.33,0,0,119
2010/7/9 14:00,19,112,30,10,20.12,0,0,123
2010/7/9 15:00,20,119,27,10,21.91,0,1,105
2010/7/9 16:00,21,123,27,10,23.7,0,0,70
2010/7/9 17:00,21,105,28,20,0.89,0,0,83
2010/7/9 18:00,19,70,23,10,4.02,0,1,91
2010/7/9 19:00,21,83,23,10,5.81,0,2,91
2010/7/9 20:00,20,91,22,10,8.94,0,3,74
2010/7/9 21:00,20,91,22,20,0.89,0,5,58
2010/7/9 22:00,20,74,21,10,4.02,0,6,31
2010/7/9 23:00,19,58,21,20,0.89,0,8,40
2010/7/10 0:00,20,31,21,0,1.79,0,10,43
2010/7/10 1:00,19,40,20,10,1.79,0,11,68
2010/7/10 2:00,19,43,21,-10,1.79,0,12,73
2010/7/10 3:00,19,68,21,10,1.79,0,13,88
2010/7/10 4:00,20,73,21,10,3.58,0,14,108
2010/7/10 5:00,20,88,21,10,6.71,0,0,106
2010/7/10 6:00,19,108,20,10,9.84,0,0,98
2010/7/10 7:00,19,106,20,10,12.97,0,1,84
2010/7/10 8:00,19,98,21,10,16.1,0,2,79
2010/7/10 9:00,19,84,21,10,17.89,0,3,83
2010/7/10 10:00,20,79,21,10,21.02,0,4,100
2010/7/10 11:00,20,83,22,10,24.15,0,0,116
2010/7/10 12:00,21,100,23,10,25.94,0,0,117
2010/7/10 13:00,20,116,22,10,27.73,0,1,92
2010/7/10 14:00,21,117,22,10,29.52,0,2,72
2010/7/10 15:00,21,92,22,20,0.89,0,3,83
2010/7/10 16:00,21,72,23,10,1.79,0,0,88
2010/7/10 17:00,21,83,23,10,4.92,0,0,77
2010/7/10 18:00,20,88,23,10,8.05,0,0,72
2010/7/10 19:00,19,77,23,10,11.18,0,0,80
2010/7/10 20:00,20,72,23,10,14.31,0,0,71
2010/7/10 21:00,19,80,22,10,17.44,0,0,72
2010/7/10 22:00,20,71,22,10,20.57,0,0,77
2010/7/10 23:00,19,72,22,10,23.7,0,1,99
2010/7/11 0:00,19,77,22,10,27.72,0,2,107
2010/7/11 1:00,19,99,22,10,29.51,0,3,107
2010/7/11 2:00,19,107,22,10,31.3,0,4,110
2010/7/11 3:00,19,107,21,10,34.43,0,0,110
2010/7/11 4:00,19,110,22,10,37.56,0,0,130
2010/7/11 5:00,20,110,22,10,39.35,0,0,165
2010/7/11 6:00,20,130,22,10,41.14,0,0,168
2010/7/11 7:00,20,165,22,10,42.93,0,0,155
2010/7/11 8:00,20,168,22,10,44.72,0,0,181
2010/7/11 9:00,20,155,23,10,46.51,0,0,164
2010/7/11 10:00,20,181,23,10,48.3,0,0,154
2010/7/11 11:00,20,164,23,10,50.09,0,0,178
2010/7/11 12:00,21,154,23,10,51.88,0,1,193
2010/7/11 13:00,21,178,23,-10,1.79,0,2,186
2010/7/11 14:00,21,193,23,-10,3.58,0,3,192
2010/7/11 15:00,21,186,23,20,0.89,0,0,223
2010/7/11 16:00,22,192,24,-10,1.79,0,0,220
2010/7/11 17:00,22,223,24,20,0.89,0,0,193
2010/7/11 18:00,22,220,24,-10,1.79,0,0,231
2010/7/11 19:00,22,193,24,10,1.79,0,0,219
2010/7/11 20:00,21,231,24,10,3.58,0,0,211
2010/7/11 21:00,21,219,24,10,6.71,0,0,161
2010/7/11 22:00,21,211,24,-10,3.13,0,0,164
2010/7/11 23:00,20,161,23,10,3.13,0,1,60
2010/7/12 0:00,18,164,21,10,4.92,0,0,42
2010/7/12 1:00,19,60,21,10,6.71,0,0,45
2010/7/12 2:00,19,42,21,20,0.89,0,0,45
2010/7/12 3:00,19,45,21,-10,1.79,0,0,49
2010/7/12 4:00,20,45,21,20,0.89,0,0,87
2010/7/12 5:00,20,49,21,20,1.78,0,0,92
2010/7/12 6:00,20,87,22,20,2.67,0,0,69
2010/7/12 7:00,20,92,22,0,1.79,0,0,83
2010/7/12 8:00,20,69,22,0,3.58,0,0,86
2010/7/12 9:00,20,83,23,0,5.37,0,0,111
2010/7/12 10:00,20,86,24,0,7.16,0,0,100
2010/7/12 11:00,21,111,24,20,0.89,0,0,104
2010/7/12 12:00,21,100,24,10,1.79,0,0,188
2010/7/12 13:00,21,104,24,10,3.58,0,0,122
2010/7/12 14:00,22,188,24,-10,1.79,0,0,155
2010/7/12 15:00,21,122,24,-10,3.58,0,0,184
2010/7/12 16:00,21,155,24,10,1.79,0,0,181
2010/7/12 17:00,21,184,25,10,3.58,0,0,211
2010/7/12 18:00,21,181,24,-10,1.79,0,0,181
2010/7/12 19:00,21,211,24,20,0.89,0,0,185
2010/7/12 20:00,21,181,24,-10,0.89,0,0,186
2010/7/12 21:00,21,185,23,0,1.79,0,1,173
2010/7/12 22:00,21,186,23,-10,0.89,0,0,189
2010/7/12 23:00,22,173,23,20,0.89,0,0,148
2010/7/13 0:00,21,189,23,10,0.89,0,0,145
2010/7/13 1:00,21,148,23,20,0.89,0,0,206
2010/7/13 2:00,20,145,23,10,1.79,0,0,107
2010/7/13 3:00,20,206,22,10,3.58,0,1,62
2010/7/13 4:00,20,107,22,10,5.37,0,2,51
2010/7/13 5:00,21,62,22,10,7.16,0,3,58
2010/7/13 6:00,21,51,22,20,0.89,0,4,61
2010/7/13 7:00,21,58,23,0,3.13,0,0,72
2010/7/13 8:00,21,61,24,0,6.26,0,0,85
2010/7/13 9:00,21,72,24,0,8.05,0,0,105
2010/7/13 10:00,22,85,25,-10,1.79,0,0,84
2010/7/13 11:00,22,105,26,20,0.89,0,0,92
2010/7/13 12:00,21,84,26,20,1.78,0,0,99
2010/7/13 13:00,21,92,25,0,3.13,0,0,96
2010/7/13 14:00,21,99,26,0,6.26,0,0,107
2010/7/13 15:00,21,96,26,0,9.39,0,0,110
2010/7/13 16:00,21,107,26,0,12.52,0,0,114
2010/7/13 17:00,21,110,26,0,15.65,0,0,121
2010/7/13 18:00,21,114,26,0,19.67,0,0,110
2010/7/13 19:00,21,121,26,0,22.8,0,0,99
2010/7/13 20:00,20,110,26,0,25.93,0,0,117
2010/7/13 21:00,20,99,26,0,29.06,0,0,112
2010/7/13 22:00,21,117,25,-10,0.89,0,0,122
2010/7/13 23:00,21,112,24,20,0.89,0,0,139
2010/7/14 0:00,22,122,24,10,0.89,0,0,141
2010/7/14 1:00,21,139,24,20,0.89,0,0,111
2010/7/14 2:00,21,141,23,20,1.78,0,0,120
2010/7/14 3:00,22,111,23,0,1.79,0,0,103
2010/7/14 4:00,22,120,24,0,2.68,0,0,118
2010/7/14 5:00,22,103,23,-10,0.89,0,0,118
2010/7/14 6:00,22,118,24,0,0.89,0,0,124
2010/7/14 7:00,22,118,24,0,2.68,0,0,120
2010/7/14 8:00,22,124,24,20,0.89,0,0,134
2010/7/14 9:00,22,120,25,20,1.78,0,0,143
2010/7/14 10:00,23,134,26,10,1.79,0,0,161
2010/7/14 11:00,22,143,27,20,0.89,0,0,116
2010/7/14 12:00,21,161,27,10,1.79,0,0,95
2010/7/14 13:00,22,116,27,10,3.58,0,0,131
2010/7/14 14:00,21,95,27,10,5.37,0,0,105
2010/7/14 15:00,21,131,27,10,8.5,0,0,102
2010/7/14 16:00,21,105,27,10,9.39,0,0,118
2010/7/14 17:00,21,102,27,10,11.18,0,0,130
2010/7/14 18:00,21,118,26,10,12.97,0,0,150
2010/7/14 19:00,22,130,26,10,13.86,0,0,167
2010/7/14 20:00,22,150,25,20,0.89,0,0,174
2010/7/14 21:00,22,167,25,20,1.34,0,0,161
2010/7/14 22:00,22,174,25,10,0.89,0,0,168
2010/7/14 23:00,22,161,25,10,1.78,0,0,176
2010/7/15 0:00,22,168,24,10,2.67,0,0,152
2010/7/15 1:00,22,176,24,20,0.89,0,0,126
2010/7/15 2:00,22,152,24,20,1.78,0,0,162
2010/7/15 3:00,22,126,24,10,1.79,0,0,141
2010/7/15 4:00,22,162,24,10,3.58,0,0,167
2010/7/15 5:00,21,141,24,10,5.37,0,0,163
2010/7/15 6:00,21,167,24,20,0.89,0,0,175
2010/7/15 7:00,21,163,24,20,1.78,0,0,208
2010/7/15 8:00,21,175,24,20,2.67,0,0,216
2010/7/15 9:00,22,208,24,10,1.79,0,1,193
2010/7/15 10:00,22,216,24,10,3.58,0,0,167
2010/7/15 11:00,22,193,25,10,5.37,0,0,193
2010/7/15 12:00,22,167,25,10,7.16,0,1,196
2010/7/15 13:00,22,193,24,10,8.95,0,2,172
2010/7/15 14:00,22,196,24,10,10.74,0,3,211
2010/7/15 15:00,22,172,24,-10,0.89,0,0,183
2010/7/15 16:00,22,211,24,-10,2.68,0,1,220
2010/7/15 17:00,22,183,24,10,3.13,0,0,262
2010/7/15 18:00,22,220,24,10,6.26,0,0,235
2010/7/15 19:00,22,262,24,10,9.39,0,0,286
2010/7/15 20:00,22,235,24,10,11.18,0,0,264
2010/7/15 21:00,22,286,24,10,12.97,0,0,266
2010/7/15 22:00,22,264,24,-10,1.79,0,0,213
2010/7/15 23:00,22,266,24,10,3.13,0,1,196
2010/7/16 0:00,22,213,24,10,4.92,0,0,185
2010/7/16 1:00,22,196,23,10,6.71,0,0,199
2010/7/16 2:00,22,185,23,20,0.89,0,0,225
2010/7/16 3:00,22,199,23,20,1.78,0,0,231
2010/7/16 4:00,22,225,23,20,2.67,0,0,209
2010/7/16 5:00,22,231,23,10,1.79,0,0,231
2010/7/16 6:00,22,209,23,10,3.58,0,0,259
2010/7/16 7:00,22,231,24,10,5.37,0,0,310
2010/7/16 8:00,23,259,24,10,7.16,0,0,304
2010/7/16 9:00,23,310,25,10,8.95,0,0,290
2010/7/16 10:00,23,304,27,10,10.74,0,0,283
2010/7/16 11:00,23,290,28,20,0.89,0,0,212
2010/7/16 12:00,23,283,29,10,1.79,0,0,185
2010/7/16 13:00,23,212,30,10,3.58,0,0,195
2010/7/16 14:00,23,185,30,10,7.6,0,0,188
2010/7/16 15:00,24,195,31,10,10.73,0,0,169
2010/7/16 16:00,23,188,31,10,14.75,0,0,178
2010/7/16 17:00,23,169,31,10,17.88,0,0,161
2010/7/16 18:00,23,178,30,10,21.01,0,0,139
2010/7/16 19:00,23,161,29,10,22.8,0,0,116
2010/7/16 20:00,23,139,28,10,23.69,0,0,127
2010/7/16 21:00,23,116,28,10,25.48,0,1,61
2010/7/16 22:00,22,127,28,20,3.13,0,2,50
2010/7/16 23:00,21,61,27,0,1.79,0,0,57
2010/7/17 0:00,22,50,26,-10,3.13,0,0,55
2010/7/17 1:00,21,57,26,10,1.79,0,0,47
2010/7/17 2:00,22,55,25,20,0.89,0,0,53
2010/7/17 3:00,22,47,24,0,1.79,0,0,68
2010/7/17 4:00,22,53,24,0,3.58,0,0,60
2010/7/17 5:00,22,68,24,20,0.89,0,0,73
2010/7/17 6:00,23,60,24,10,1.79,0,0,100
2010/7/17 7:00,23,73,25,20,0.89,0,0,196
2010/7/17 8:00,23,100,26,10,1.79,0,0,154
2010/7/17 9:00,23,196,27,10,3.58,0,0,172
2010/7/17 10:00,23,154,28,10,5.37,0,0,186
2010/7/17 11:00,22,172,30,10,7.16,0,0,176
2010/7/17 12:00,23,186,30,10,8.95,0,0,177
2010/7/17 13:00,23,176,30,-10,1.79,0,0,120
2010/7/17 14:00,24,177,31,10,3.13,0,0,98
2010/7/17 15:00,23,120,32,10,6.26,0,0,90
2010/7/17 16:00,22,98,32,10,10.28,0,0,91
2010/7/17 17:00,21,90,32,10,13.41,0,0,130
2010/7/17 18:00,21,91,31,10,16.54,0,0,111
2010/7/17 19:00,21,130,29,10,19.67,0,0,143
2010/7/17 20:00,21,111,29,10,21.46,0,0,145
2010/7/17 21:00,21,143,28,10,24.59,0,1,176
2010/7/17 22:00,22,145,28,10,27.72,0,0,219
2010/7/17 23:00,22,176,28,10,29.51,0,0,245
2010/7/18 0:00,22,219,26,10,31.3,0,0,267
2010/7/18 1:00,23,245,26,10,33.09,0,0,203
2010/7/18 2:00,23,267,26,10,34.88,0,0,140
2010/7/18 3:00,23,203,25,10,39.8,0,1,164
2010/7/18 4:00,19,140,23,10,41.59,0,0,122
2010/7/18 5:00,20,164,22,0,1.79,0,0,98
2010/7/18 6:00,21,122,23,0,2.68,0,0,83
2010/7/18 7:00,21,98,24,10,1.79,0,0,123
2010/7/18 8:00,21,83,24,20,0.89,0,0,167
2010/7/18 9:00,22,123,26,20,1.78,0,0,153
2010/7/18 10:00,22,167,28,20,2.67,0,0,149
2010/7/18 11:00,23,153,30,20,3.56,0,0,140
2010/7/18 12:00,23,149,32,10,1.79,0,0,158
2010/7/18 13:00,24,140,32,10,4.92,0,0,122
2010/7/18 14:00,23,158,33,10,8.05,0,0,113
2010/7/18 15:00,23,122,34,10,11.18,0,0,164
2010/7/18 16:00,22,113,34,10,15.2,0,0,177
2010/7/18 17:00,23,164,33,10,19.22,0,0,165
2010/7/18 18:00,24,177,32,10,23.24,0,0,148
2010/7/18 19:00,24,165,31,10,27.26,0,0,142
2010/7/18 20:00,24,148,29,10,29.05,0,0,142
2010/7/18 21:00,24,142,29,10,30.84,0,0,141
2010/7/18 22:00,24,142,28,10,32.63,0,0,147
2010/7/18 23:00,24,141,28,10,35.76,0,0,161
2010/7/19 0:00,23,147,28,10,38.89,0,0,188
2010/7/19 1:00,23,161,27,10,42.02,0,0,227
2010/7/19 2:00,23,188,27,10,45.15,0,0,236
2010/7/19 3:00,23,227,27,10,46.94,0,0,275
2010/7/19 4:00,23,236,26,10,48.73,0,0,258
2010/7/19 5:00,23,275,25,10,50.52,0,0,250
2010/7/19 6:00,23,258,26,10,52.31,0,0,241
2010/7/19 7:00,23,250,26,10,54.1,0,0,232
2010/7/19 8:00,24,241,26,10,57.23,0,0,246
2010/7/19 9:00,24,232,27,10,59.02,0,0,263
2010/7/19 10:00,24,246,28,10,60.81,0,0,270
2010/7/19 11:00,24,263,27,10,63.94,0,0,286
2010/7/19 12:00,24,270,27,10,65.73,0,0,212
2010/7/19 13:00,24,286,27,10,67.52,0,1,75
2010/7/19 14:00,22,212,25,10,73.33,0,0,78
2010/7/19 15:00,22,75,25,20,0.89,0,1,76
2010/7/19 16:00,20,78,24,10,4.02,0,2,47
2010/7/19 17:00,21,76,24,0,1.79,0,3,56
2010/7/19 18:00,21,47,23,0,3.58,0,4,55
2010/7/19 19:00,21,56,23,-10,1.79,0,5,63
2010/7/19 20:00,20,55,22,-10,4.92,0,6,36
2010/7/19 21:00,19,63,22,0,1.79,0,7,50
2010/7/19 22:00,20,36,22,0,3.58,0,0,63
2010/7/19 23:00,20,50,22,-10,1.79,0,1,60
2010/7/20 0:00,20,63,22,20,0.45,0,2,53
2010/7/20 1:00,19,60,22,0,4.02,0,3,54
2010/7/20 2:00,19,53,22,-10,1.79,0,4,58
2010/7/20 3:00,19,54,22,0,0.89,0,5,46
2010/7/20 4:00,19,58,22,0,4.91,0,0,49
2010/7/20 5:00,19,46,22,0,8.04,0,0,35
2010/7/20 6:00,19,49,22,0,9.83,0,0,43
2010/7/20 7:00,19,35,23,0,12.96,0,0,35
2010/7/20 8:00,20,43,24,0,16.09,0,0,46
2010/7/20 9:00,19,35,26,0,17.88,0,0,34
2010/7/20 10:00,19,46,28,0,19.67,0,0,34
2010/7/20 11:00,19,34,29,0,23.69,0,0,27
2010/7/20 12:00,19,34,30,0,26.82,0,0,34
2010/7/20 13:00,20,27,32,20,0.89,0,0,47
2010/7/20 14:00,20,34,32,10,3.13,0,0,45
2010/7/20 15:00,20,47,32,10,6.26,0,0,36
2010/7/20 16:00,21,45,30,10,12.07,0,0,40
2010/7/20 17:00,21,36,29,10,17.88,0,0,31
2010/7/20 18:00,21,40,28,10,21.9,0,0,39
2010/7/20 19:00,20,31,27,10,25.92,0,0,44
2010/7/20 20:00,21,39,26,10,29.05,0,0,49
2010/7/20 21:00,21,44,25,10,30.84,0,0,34
2010/7/20 22:00,21,49,24,10,32.63,0,0,47
2010/7/20 23:00,21,34,24,10,33.52,0,0,77
2010/7/21 0:00,22,47,23,10,34.41,0,0,75
2010/7/21 1:00,21,77,23,10,35.3,0,0,109
2010/7/21 2:00,21,75,23,10,36.19,0,0,101
2010/7/21 3:00,21,109,23,10,37.98,0,0,92
2010/7/21 4:00,21,101,22,20,0.89,0,0,99
2010/7/21 5:00,20,92,22,0,0.89,0,0,88
2010/7/21 6:00,21,99,22,-10,1.79,0,0,96
2010/7/21 7:00,22,88,24,0,0.89,0,0,81
2010/7/21 8:00,22,96,26,20,0.89,0,0,70
2010/7/21 9:00,22,81,27,0,1.79,0,0,59
2010/7/21 10:00,22,70,29,20,0.89,0,0,60
2010/7/21 11:00,22,59,30,20,1.78,0,0,54
2010/7/21 12:00,22,60,31,10,1.79,0,0,47
2010/7/21 13:00,21,54,32,10,4.92,0,0,54
2010/7/21 14:00,21,47,32,10,8.05,0,0,42
2010/7/21 15:00,22,54,32,10,12.07,0,0,53
2010/7/21 16:00,22,42,32,10,16.09,0,0,51
2010/7/21 17:00,22,53,31,10,20.11,0,0,62
2010/7/21 18:00,22,51,30,10,24.13,0,0,70
2010/7/21 19:00,22,62,29,10,27.26,0,0,70
2010/7/21 20:00,22,70,28,10,30.39,0,0,79
2010/7/21 21:00,22,70,27,10,33.52,0,0,64
2010/7/21 22:00,22,79,26,20,0.89,0,0,67
2010/7/21 23:00,22,64,25,10,0.89,0,0,73
2010/7/22 0:00,22,67,25,10,2.68,0,0,91
2010/7/22 1:00,22,73,25,10,3.57,0,0,121
2010/7/22 2:00,22,91,24,10,5.36,0,0,147
2010/7/22 3:00,22,121,24,10,7.15,0,0,202
2010/7/22 4:00,22,147,24,10,8.94,0,0,209
2010/7/22 5:00,22,202,24,10,12.07,0,0,227
2010/7/22 6:00,22,209,24,20,0.89,0,0,227
2010/7/22 7:00,23,227,24,-10,0.89,0,0,202
2010/7/22 8:00,23,227,25,20,0.89,0,0,197
2010/7/22 9:00,23,202,27,20,1.78,0,0,202
2010/7/22 10:00,24,197,28,20,2.67,0,0,206
2010/7/22 11:00,24,202,30,10,1.79,0,0,201
2010/7/22 12:00,24,206,31,20,1.79,0,0,153
2010/7/22 13:00,25,201,33,10,3.13,0,0,130
2010/7/22 14:00,25,153,33,10,4.92,0,0,130
2010/7/22 15:00,23,130,33,10,8.05,0,0,137
2010/7/22 16:00,24,130,33,10,11.18,0,0,139
2010/7/22 17:00,23,137,33,10,14.31,0,0,153
2010/7/22 18:00,24,139,32,10,16.1,0,0,194
2010/7/22 19:00,24,153,31,10,17.89,0,0,176
2010/7/22 20:00,25,194,30,10,21.02,0,0,170
2010/7/22 21:00,25,176,29,10,24.15,0,0,169
2010/7/22 22:00,25,170,28,10,27.28,0,0,189
2010/7/22 23:00,25,169,28,10,29.07,0,0,207
2010/7/23 0:00,24,189,27,10,30.86,0,0,202
2010/7/23 1:00,24,207,27,10,32.65,0,0,172
2010/7/23 2:00,24,202,26,10,34.44,0,0,247
2010/7/23 3:00,24,172,25,-10,0.89,0,0,233
2010/7/23 4:00,23,247,25,-10,1.78,0,0,227
2010/7/23 5:00,24,233,25,20,0.89,0,0,255
2010/7/23 6:00,23,227,25,20,1.78,0,0,245
