TRUE,GRU,LSTM,DTR,GBR,SVR,ANN
3.90E+01,4.89E+01,50.80513763,61,65.49906882,61.27376983,52.85648346
3.30E+01,4.43E+01,45.39629745,40,42.62328614,39.04794755,45.55937195
6.20E+01,7.02E+01,69.60203552,46,49.01476543,46.4287753,70.15290833
5.90E+01,7.03E+01,68.81033325,40,44.62747023,41.50777178,70.53189087
6.60E+01,7.92E+01,76.85906982,61,67.69919913,66.7339808,78.74918365
6.90E+01,7.63E+01,74.9433136,61,65.52562325,64.35952236,79.16475677
7.00E+01,8.48E+01,85.42765045,70,72.67498712,71.452262,87.12218475
6.70E+01,8.22E+01,82.54504395,70,72.67498712,74.16198383,88.19528961
5.90E+01,7.09E+01,72.78649139,80,73.64199254,75.97785517,78.50034332
6.80E+01,7.92E+01,78.50030518,73,72.75552973,73.07487332,73.12797546
8.40E+01,8.71E+01,84.43820953,66,65.60616586,65.32211877,80.79417419
1.04E+02,9.93E+01,94.23744965,72,79.55228232,69.14645652,93.17568207
9.40E+01,8.55E+01,80.90797424,86,93.91410172,84.89624009,72.99406433
8.00E+01,6.53E+01,64.08067322,104,103.3180903,96.09843788,67.65644073
6.50E+01,6.18E+01,61.19222641,91,90.04878745,85.28445075,65.95703125
6.10E+01,6.37E+01,64.44714355,86,90.71734043,76.19945461,74.38322449
6.40E+01,6.53E+01,65.09399414,73,72.63894698,69.24377135,69.4602356
7.10E+01,7.46E+01,74.93721771,61,67.66315898,65.32303613,71.83898926
9.30E+01,8.96E+01,89.06971741,73,68.8816068,65.72502638,87.57215881
1.04E+02,9.29E+01,91.28978729,76,72.00654754,71.18263915,77.72911072
9.50E+01,8.56E+01,85.47377777,96,94.60167592,87.25351894,71.25515747
7.40E+01,7.13E+01,73.62866211,104,103.9942969,98.10647828,75.02780914
7.20E+01,7.21E+01,73.60351563,96,95.33761925,91.32740129,73.38459778
5.10E+01,5.64E+01,59.38147354,76,77.00603373,73.82246386,59.41066742
5.40E+01,5.63E+01,58.48803329,76,78.59117313,72.50466936,57.70892715
4.00E+01,4.81E+01,49.19970703,57,57.51927922,55.67906106,50.80931091
4.50E+01,5.59E+01,55.66060638,60,62.13088283,58.12217771,57.23279572
5.10E+01,5.91E+01,58.67325211,46,49.01476543,47.15375709,61.07352829
5.90E+01,6.73E+01,66.57684326,54,54.18372174,52.18381592,67.81741333
5.70E+01,6.95E+01,68.34713745,57,57.51927922,57.05984176,69.04418182
5.90E+01,6.79E+01,67.3298111,61,65.52562325,64.25264326,70.58612061
5.80E+01,6.97E+01,68.95264435,61,63.10375675,62.92819491,72.99414825
5.90E+01,6.61E+01,65.56010437,61,65.52562325,64.72875184,73.60868835
6.30E+01,7.17E+01,70.73405457,61,63.2203395,64.35145744,77.95698547
7.60E+01,8.53E+01,83.2828598,61,65.52562325,65.1286788,91.47842407
8.60E+01,9.51E+01,92.83082581,70,70.74653617,69.31225529,100.8494186
1.00E+02,1.07E+02,108.6631546,80,79.50619833,82.29056817,111.0919952
1.08E+02,1.11E+02,114.1670914,89,88.91531012,92.5678617,116.5411758
1.08E+02,1.07E+02,110.3420105,103,101.8836366,104.2420943,115.0357513
1.01E+02,9.34E+01,95.97496033,104,108.5486362,110.2992547,101.2454529
1.05E+02,9.68E+01,95.21161652,104,106.8339184,110.0869322,98.6039505
1.05E+02,9.63E+01,93.53712463,103,102.3844323,101.6609075,96.90546417
1.02E+02,9.91E+01,97.48165131,104,104.5110534,103.992796,101.8161392
1.16E+02,1.15E+02,116.4276276,104,103.9465597,102.9093248,122.6483078
1.24E+02,1.25E+02,126.7251511,103,102.1695601,101.268465,132.3708496
1.22E+02,1.25E+02,125.29776,114,115.8694541,115.2048667,127.4673843
1.22E+02,1.23E+02,123.0815201,124,122.2416982,123.8853429,124.5523834
1.21E+02,1.22E+02,120.1762619,124,122.2416982,123.4078439,121.0522614
1.41E+02,1.40E+02,136.8385315,124,122.2416982,124.0740907,141.4383392
1.63E+02,1.65E+02,160.7417145,124,122.2416982,123.7205398,165.9482422
1.68E+02,1.70E+02,168.0358276,150,141.2025745,142.8810421,173.9294128
1.49E+02,1.49E+02,149.4580078,160,158.1434899,165.3607261,155.8530731
6.60E+01,7.30E+01,69.79853821,160,163.3678572,171.2008976,50.26821899
4.80E+01,5.23E+01,48.17791748,150,145.987755,154.3773648,48.67982101
2.70E+01,3.77E+01,30.27985382,67,57.36981364,55.90667891,50.94351578
3.00E+01,4.29E+01,34.6005249,52,52.71055224,49.18777157,44.81643295
3.40E+01,4.57E+01,38.16802597,35,33.82137031,27.43708255,50.52799988
4.30E+01,4.74E+01,45.83821869,40,36.78053827,31.71494649,64.01133728
4.50E+01,4.53E+01,46.06284714,38,41.60990892,41.99383342,50.70450974
6.50E+01,5.97E+01,60.54776001,45,49.06340676,49.64040845,52.95314026
5.90E+01,5.81E+01,54.7403183,47,51.7354147,48.43715393,62.11515427
5.80E+01,5.88E+01,56.02053452,72,69.72016636,57.86750898,72.79942322
5.70E+01,6.09E+01,60.52721405,66,68.74562628,68.49077459,70.67897034
5.20E+01,5.85E+01,58.188591,66,65.90820223,67.15171369,67.23399353
3.30E+01,4.02E+01,41.16222,66,61.54572539,59.30489732,34.77970886
5.00E+01,5.59E+01,54.44536972,57,57.13844648,54.55846096,55.0630455
5.60E+01,6.07E+01,60.14195251,40,44.6372254,41.36891981,56.50152969
6.40E+01,6.83E+01,68.23142242,57,60.35027914,58.82400878,66.13030243
6.60E+01,7.18E+01,72.23094177,60,63.3783978,64.203334,69.15296936
7.20E+01,7.60E+01,77.44645691,73,70.71049602,70.81863737,72.94412231
7.80E+01,8.21E+01,84.0356369,73,72.75552973,72.41648389,79.65943909
7.80E+01,8.15E+01,82.70152283,80,79.3200421,77.22238709,78.5005188
8.40E+01,9.03E+01,89.17175293,76,80.3701158,82.57690189,88.12103271
9.80E+01,1.02E+02,100.340683,80,83.48317965,83.74446852,104.6135101
1.10E+02,1.13E+02,111.8955917,89,87.09047148,90.07941584,114.4362869
1.14E+02,1.15E+02,115.0745239,103,101.8440417,103.5869188,116.5895691
1.01E+02,1.06E+02,107.0461197,110,117.0984427,114.8040359,110.6855927
1.11E+02,1.17E+02,118.4788132,114,117.4096544,118.5921881,124.5014114
1.10E+02,1.12E+02,113.0052795,103,107.024851,107.1364608,111.7003555
1.34E+02,1.34E+02,132.2149658,110,120.0269885,116.2452507,132.6458588
1.69E+02,1.67E+02,161.4606018,110,117.0984427,115.6352783,162.0556488
1.90E+02,1.85E+02,179.1334686,136,131.4032658,138.1751022,183.4457092
2.14E+02,2.08E+02,205.8867493,169,164.8815031,171.1947773,210.334137
2.39E+02,2.33E+02,236.8456573,190,185.8762209,190.8444526,243.2473602
2.50E+02,2.37E+02,238.9356232,218,213.6793158,215.6319819,252.0343475
2.59E+02,2.47E+02,228.9289551,227,236.4780747,239.5493207,248.0619049
2.63E+02,2.41E+02,221.1625061,263,249.8139461,243.5850299,242.5281982
2.80E+02,2.53E+02,232.2729187,253,244.8592708,252.2844559,257.1316833
2.77E+02,2.33E+02,224.9629822,240.5,242.9365747,254.7476779,240.6708984
2.74E+02,2.31E+02,229.8134308,261.5,245.0153939,268.1095246,242.4228516
2.56E+02,2.19E+02,231.3632813,261.5,246.101187,263.179528,233.0192108
2.32E+02,2.00E+02,217.8931885,261.5,245.9846042,258.0772832,204.9011841
2.12E+02,1.83E+02,195.9686279,263,248.6330219,246.8250236,188.4716644
1.77E+02,1.53E+02,160.4455109,227,230.7624021,217.8861372,156.0986481
1.75E+02,1.62E+02,164.6383667,218,205.5809103,202.3200152,162.2914886
1.67E+02,1.61E+02,161.6936188,161,169.4443242,171.6359265,160.6535339
1.61E+02,1.62E+02,162.8349915,161,169.4443242,169.2651021,163.9429321
1.50E+02,1.56E+02,157.924942,160,162.3030612,163.9366678,162.3287048
1.53E+02,1.55E+02,155.4256592,160,157.0962898,159.233144,159.2123871
2.06E+02,2.17E+02,219.4160156,150,145.987755,151.0183471,218.2107239
2.37E+02,2.44E+02,251.218689,150,145.987755,153.8220232,242.3778992
2.50E+02,2.51E+02,253.7572784,205,205.5613804,206.3513227,245.5137482
2.95E+02,2.83E+02,279.2050781,227,230.8421488,236.617567,276.3628235
2.91E+02,2.60E+02,252.3940582,263,246.5731015,248.6497462,238.9972534
2.99E+02,2.75E+02,233.087677,297,273.5248129,280.0823697,242.226532
3.03E+02,2.61E+02,232.911972,283,280.289122,273.713906,253.5282593
2.93E+02,2.55E+02,248.9873505,283,272.2609528,264.0281177,251.4162598
2.81E+02,2.40E+02,253.29422,283,272.3273554,267.9330507,255.0425873
2.59E+02,2.26E+02,239.5143738,283,266.8646137,259.2510204,232.7395782
2.26E+02,1.92E+02,203.2720032,261.5,242.1049554,250.0961198,202.7002258
2.01E+02,1.63E+02,176.7415924,240.5,216.5558644,234.6104362,180.6922607
1.85E+02,1.53E+02,155.9940491,218,191.7470322,207.4905896,165.8057251
1.53E+02,1.39E+02,138.9428864,199,186.5565215,197.3621388,150.5909119
1.45E+02,1.40E+02,144.3484802,184,157.0683789,167.3728339,149.6874695
1.52E+02,1.43E+02,149.6869049,150,148.5584414,151.2077096,151.0886993
1.37E+02,1.36E+02,139.8570709,150,146.8945404,142.0568338,135.2898712
1.37E+02,1.32E+02,132.9184113,150,143.1841088,145.1285969,119.4488068
1.39E+02,1.33E+02,130.7318268,136,133.8324386,133.2530051,100.4143295
1.78E+02,1.70E+02,161.8394623,104,133.8324386,129.2037261,143.9008789
2.00E+02,1.98E+02,196.3920898,136,137.5327286,134.4530085,194.3007507
2.13E+02,2.09E+02,217.9079437,161,168.8798305,170.1638233,206.7996063
1.48E+02,1.29E+02,142.2306976,199,189.5670714,193.7687265,134.9249878
1.94E+02,1.85E+02,192.7004395,218,203.6771207,206.7232994,209.3399658
1.72E+02,1.59E+02,160.5087738,150,145.987755,149.6391175,171.3896484
1.51E+02,1.46E+02,146.9922028,190,186.1640413,193.6417179,151.522995
1.56E+02,1.54E+02,159.046051,178,170.6257029,174.3378902,157.1810608
1.68E+02,1.69E+02,162.1248474,150,146.1043378,155.21576,171.8690796
1.72E+02,1.73E+02,171.0106201,159,145.5421263,156.6757095,174.0436401
1.74E+02,1.75E+02,177.2917786,169,168.3272354,168.1369082,171.6470947
1.69E+02,1.65E+02,169.1416626,180,176.7358145,174.5320574,174.5916138
1.58E+02,1.57E+02,158.0177307,180,176.7358145,176.4699203,154.387146
1.52E+02,1.49E+02,146.5349884,169,168.8524022,170.6548015,136.6609344
1.49E+02,1.46E+02,144.0340424,165,156.4584679,160.136327,132.979599
1.48E+02,1.45E+02,132.1495667,150,151.1737194,155.1447822,150.7463074
1.25E+02,1.20E+02,115.9920807,142.5,147.7900978,152.9345846,126.9151611
1.12E+02,1.10E+02,107.9552002,150,151.1737194,150.7336837,115.3776779
1.05E+02,1.02E+02,101.6578674,124,124.1347345,128.5427978,115.1416626
1.14E+02,1.08E+02,109.2013474,114,114.9477953,115.7940518,118.3666229
9.60E+01,9.18E+01,92.59959412,104,104.8430789,108.5796208,94.65142822
8.00E+01,7.84E+01,79.75868988,114,114.8312125,115.8044338,73.67645264
7.10E+01,7.13E+01,72.1451416,96,96.5837599,98.75709807,67.49058533
6.70E+01,7.01E+01,69.92948914,89,86.22618166,83.70118258,67.62501526
7.40E+01,7.84E+01,80.31516266,76,75.00927727,75.47507413,77.01672363
7.00E+01,7.61E+01,75.97899628,70.5,72.98045825,72.22272297,77.32855225
7.70E+01,8.24E+01,82.89825439,76,75.92046898,74.9055987,83.86153412
7.70E+01,8.60E+01,85.26807404,76,70.97836275,72.66669342,86.35072327
9.10E+01,9.91E+01,97.74427032,76,80.60505807,79.88286117,98.19945526
1.07E+02,1.14E+02,112.4545441,76,80.93708363,81.06338785,111.07621
1.57E+02,1.59E+02,157.2281799,96,93.38880331,94.73505802,159.8343506
1.84E+02,1.87E+02,185.182312,104,105.4690708,110.5432264,187.7335358
1.82E+02,1.79E+02,176.9572144,160,156.1191785,157.9251107,181.2385254
2.07E+02,2.02E+02,197.6703796,184,176.1767542,184.9334126,203.1029968
2.33E+02,2.29E+02,221.2846375,184,176.2398518,183.8551177,222.8489075
2.12E+02,2.01E+02,195.3054962,205,198.1376272,208.0561759,203.1530762
2.09E+02,1.98E+02,194.3106689,227,223.0330869,234.2035725,205.7292328
2.37E+02,2.28E+02,225.5159454,218,203.7937035,215.4648754,229.8236542
2.52E+02,2.43E+02,246.0891571,218,204.858741,213.3683581,241.3875427
2.33E+02,2.12E+02,214.5835266,227,224.0981244,240.8426085,218.1698456
2.40E+02,2.16E+02,221.8041382,240.5,242.5346582,257.2684885,221.3076935
2.18E+02,1.94E+02,199.1402588,227,223.0330869,237.8733051,200.3426666
2.17E+02,1.88E+02,197.1690979,227,226.2071537,243.4519876,198.0971069
1.96E+02,1.68E+02,176.6304016,218,203.7937035,223.1476082,177.9960175
1.80E+02,1.58E+02,165.8225708,218,203.6771207,219.0563732,166.0141296
1.57E+02,1.39E+02,144.8549957,199,188.2693053,200.1967983,145.2418671
1.53E+02,1.43E+02,146.3177338,161,171.1667603,184.1804848,147.9098053
1.53E+02,1.52E+02,151.2431335,160,156.1191785,161.5538655,154.3793793
1.50E+02,1.50E+02,149.8452301,150,145.987755,157.6117868,152.9870148
1.58E+02,1.58E+02,158.0863037,150,145.987755,158.4934536,160.888031
1.68E+02,1.65E+02,164.2232361,150,145.987755,155.0778165,166.9596252
1.67E+02,1.67E+02,164.249649,160,156.1191785,161.969963,168.8962097
1.84E+02,1.85E+02,182.9736633,160,163.6998828,169.0470136,192.0667114
1.94E+02,1.95E+02,191.3843689,160,163.6998828,168.3599947,200.5071564
1.81E+02,1.81E+02,177.4781799,184,176.0601714,184.8383467,189.6865997
1.53E+02,1.48E+02,146.3190308,190,186.1640413,193.048242,159.949234
1.39E+02,1.35E+02,133.7354889,184,176.1232691,181.8266719,144.583374
1.33E+02,1.35E+02,131.1365509,150,145.987755,155.0417063,142.1352386
1.30E+02,1.31E+02,127.6282806,136,139.6106266,141.6296947,138.2958984
1.16E+02,1.17E+02,122.0231018,136,130.3382283,136.9582157,119.2144012
1.14E+02,1.20E+02,122.3071289,136,128.8149776,132.5405563,117.1923065
9.90E+01,1.00E+02,103.7824097,114,117.2331039,120.3258877,98.14386749
9.40E+01,9.55E+01,96.99949646,114,120.0269885,118.6480068,94.54179382
8.40E+01,8.67E+01,86.42951202,103,105.2039046,104.8786632,83.73562622
8.00E+01,8.24E+01,81.23471832,96,98.94439652,99.97116283,84.59712982
8.00E+01,8.14E+01,80.45480347,89,86.70605315,89.8529837,88.79318237
8.80E+01,8.78E+01,87.42607117,89,84.94594281,85.44077985,92.89742279
1.03E+02,1.01E+02,100.6067352,89,85.17898148,84.95876174,105.6374588
1.32E+02,1.29E+02,127.4032516,89,90.49108431,92.0440265,128.0486755
1.51E+02,1.45E+02,143.2767487,104,105.9032194,105.7878611,143.0501862
1.65E+02,1.57E+02,156.3606415,136,130.2216455,133.5903008,158.0155182
1.82E+02,1.75E+02,174.7498169,150,145.9612006,151.423838,179.8322449
1.91E+02,1.80E+02,180.6812134,160,160.4741483,165.4241721,185.3547363
1.93E+02,1.82E+02,181.2706909,184,176.1232691,182.817673,185.9670715
1.92E+02,1.81E+02,179.9394531,190,184.6680462,190.4181768,185.6219482
1.89E+02,1.85E+02,183.1207886,190,186.1374869,192.9970895,190.269165
1.88E+02,1.83E+02,183.0649567,190,186.1374869,192.4815665,190.5260925
2.23E+02,2.17E+02,218.7319946,190,176.0601714,192.4122413,219.7786102
2.39E+02,2.34E+02,233.5536194,184,176.0601714,191.4054518,229.4495087
2.35E+02,2.20E+02,220.5625,218,213.0926011,222.6083629,220.9833679
1.96E+02,1.76E+02,182.8191833,227,226.0905709,238.5416661,186.4218445
1.80E+02,1.66E+02,172.4709473,227,222.5844785,232.1058855,171.6491394
1.92E+02,1.81E+02,189.0152893,199,192.6915261,193.7129915,189.2171936
1.87E+02,1.81E+02,187.4619904,180,174.3043804,177.43673,179.2728271
1.64E+02,1.70E+02,156.3210449,190,190.7028448,192.8049802,161.997345
1.56E+02,1.65E+02,156.2846069,184,167.0841129,184.6384732,168.0347595
1.63E+02,1.64E+02,158.0824432,165,164.5557441,166.8541318,147.7113342
1.44E+02,1.35E+02,128.1386261,165,159.3292378,158.8726849,128.267807
1.37E+02,1.23E+02,115.0725708,159,152.4467889,149.643196,116.6943588
1.31E+02,1.18E+02,114.3663559,142.5,136.2284764,143.9557847,123.8757858
1.15E+02,9.74E+01,94.21716309,140,121.2054571,133.4430663,95.91199493
6.80E+01,5.44E+01,54.25138092,113,110.2642588,126.7946664,56.01408005
2.60E+01,1.54E+01,15.56678009,114,98.93579223,102.1237383,18.48083496
1.60E+01,1.82E+01,17.34628296,67,61.65206465,60.84744022,20.30518341
1.50E+01,1.97E+01,17.69077301,23,21.51136504,23.82718566,27.94947815
1.00E+01,1.76E+01,14.99199677,18,13.73995561,18.04689551,24.64048004
1.30E+01,1.89E+01,16.28897095,18,14.15089639,14.70692919,30.56931305
1.10E+01,1.84E+01,18.09196472,12,12.29606725,12.70620975,27.12558746
8.00E+00,2.23E+01,21.84200287,14,14.58587162,13.35181642,33.38069153
1.00E+01,2.21E+01,20.5566864,12,16.87940242,13.36681928,25.23914337
1.60E+01,2.69E+01,25.63529968,15,19.60233751,18.57540512,33.77304077
4.90E+01,5.41E+01,51.38347244,12,21.59370632,20.37130198,52.00320816
4.50E+01,5.95E+01,56.44997787,23,24.47714758,25.86360494,62.56702423
4.20E+01,5.34E+01,52.16594696,52,54.6639219,55.15056472,51.20581818
5.50E+01,6.78E+01,63.4840889,47,55.14704247,52.46016852,55.08053589
5.30E+01,5.70E+01,51.87507248,46,51.14242807,49.27731621,49.06499481
8.50E+01,7.72E+01,71.50739288,56,67.9325609,60.04333819,67.9043045
3.70E+01,3.80E+01,34.67436981,56,65.71094021,55.43599025,20.20327759
1.90E+01,2.14E+01,21.32728577,86,83.24237855,78.40293749,17.02951813
2.10E+01,2.53E+01,23.29096985,38,35.98006864,35.88758829,24.61064148
1.60E+01,2.11E+01,19.26429749,19,18.5121228,20.49525349,22.30747986
1.70E+01,1.97E+01,17.78757477,19,19.68142694,21.74705175,16.01776123
1.70E+01,1.86E+01,17.53930664,16,15.37217883,17.00054385,15.70272827
1.60E+01,1.63E+01,15.73228455,17,16.77000139,17.48061235,14.60251617
1.10E+01,1.46E+01,12.88961792,17,17.12625692,17.15418033,14.5593338
1.10E+01,1.15E+01,10.8105545,16,15.61185161,16.52581247,11.75287628
1.40E+01,1.58E+01,16.57554626,12,14.10462081,13.92981049,16.03417206
9.00E+00,1.28E+01,11.55609894,12,12.23173111,11.90070552,17.07025146
8.00E+00,1.20E+01,12.26102448,14,13.72746686,15.37314543,19.691185
1.00E+01,1.88E+01,20.5536499,11,17.98381393,11.33322965,24.12274933
1.40E+01,2.40E+01,22.76837921,11,12.23646724,10.42597199,32.59849548
1.40E+01,2.82E+01,28.85855865,12,18.96251776,16.75296714,27.48213959
2.20E+01,2.91E+01,27.52272034,14,22.13447399,23.05596787,33.13790131
3.20E+01,3.72E+01,37.03733826,14,20.48333663,20.98697145,42.43009567
3.60E+01,4.40E+01,42.40328598,26,31.80581108,29.60764777,40.01613235
2.90E+01,3.77E+01,35.46032715,40,41.25301898,38.28962056,40.92265701
3.10E+01,4.03E+01,38.76563644,39,43.5550696,42.25472103,43.31508255
3.50E+01,4.65E+01,43.70617294,35,39.16176512,36.49798082,42.17702484
3.40E+01,5.14E+01,48.35410309,40,41.6026404,38.47582755,47.46300507
2.80E+01,4.02E+01,35.34434128,38,37.20102027,31.87544917,47.0745163
5.20E+01,5.65E+01,53.14151382,38,38.35816909,33.66268464,60.40670395
7.00E+01,7.13E+01,68.52371216,29,42.82912536,33.68136086,76.51631165
5.20E+01,5.35E+01,47.16754913,57,59.57129369,59.94572386,24.16130066
3.90E+01,3.99E+01,36.64114761,80,80.91999206,74.62765811,31.90473938
3.10E+01,3.18E+01,30.23154449,56,56.794466,50.06473123,21.59449768
2.50E+01,2.38E+01,22.07430267,38,42.44759775,38.56607167,27.72496796
2.50E+01,2.40E+01,23.29382324,33,30.52243197,31.25871626,23.20533752
2.80E+01,2.26E+01,23.40641022,23,22.10302219,24.38857885,23.60863495
2.80E+01,2.36E+01,24.9196167,23,21.98643944,23.64491156,19.89890289
2.50E+01,2.77E+01,31.18379974,26,24.71193885,24.9349481,22.10616302
1.50E+01,1.93E+01,20.08236694,26,24.71193885,25.36498027,17.91512299
1.70E+01,1.95E+01,23.32249451,28,31.75605185,29.39941231,19.08124542
1.80E+01,2.40E+01,26.84723663,23,23.91265392,22.48572469,26.38796997
3.50E+01,3.62E+01,37.29856491,23,26.99549397,23.77245283,40.10859299
1.70E+01,2.86E+01,32.5425415,23,26.93609474,25.82499408,34.97251892
1.70E+01,2.97E+01,32.14076233,39,43.34019737,39.1899815,39.96111679
1.80E+01,3.20E+01,34.42262268,23,28.87085556,27.91075781,39.43309021
2.40E+01,3.59E+01,37.57722473,23,28.87085556,28.90906335,39.66386414
2.80E+01,4.13E+01,42.35397339,23,28.87085556,30.48075522,41.15764999
3.10E+01,4.43E+01,44.62292099,28,35.24444244,35.42315963,42.41527939
4.00E+01,5.02E+01,50.00769043,35,38.09539482,38.55826133,49.91365814
4.20E+01,5.23E+01,52.28557968,40,42.62328614,41.12111776,54.38333511
4.80E+01,5.79E+01,57.46477509,46,49.04131987,48.47184065,63.34532166
5.20E+01,6.87E+01,69.26008606,46,50.83420825,50.20982211,70.98395538
5.30E+01,7.08E+01,69.95114899,52,54.61430542,55.26070168,74.21631622
5.80E+01,7.32E+01,72.07436371,57,57.62637626,58.84705674,71.52972412
5.80E+01,6.69E+01,62.96399689,57,62.59045166,60.50436012,65.59049988
6.40E+01,6.17E+01,56.23707199,52,69.88460528,62.48200055,54.52931595
6.10E+01,5.69E+01,52.36744308,49,61.8354469,61.76167464,44.28872299
4.10E+01,3.16E+01,29.43991089,72,66.10990373,59.63833912,23.96395111
3.50E+01,2.87E+01,28.79792786,49,55.60320365,55.99811646,24.63703156
1.80E+01,1.56E+01,17.56024933,34.5,37.54965082,35.27984674,12.80897522
1.10E+01,1.21E+01,13.3070755,32,32.07827455,30.46319781,13.83402252
1.30E+01,2.14E+01,24.74151611,17,15.54871895,16.02466882,18.63516998
1.20E+01,2.06E+01,17.73165894,12,11.7566567,11.05245958,25.33679199
9.00E+00,1.82E+01,21.87996674,14,19.91884297,19.70535798,30.13097382
9.00E+00,1.74E+01,16.45236969,12,14.10427158,12.3756409,13.01885223
1.60E+01,2.13E+01,23.32017517,15,19.39058415,18.90761019,12.9355011
1.30E+01,2.01E+01,18.83834839,11,10.73748092,10.55618175,18.76291656
1.60E+01,2.68E+01,26.7135849,18,13.73995561,16.37286624,6.855766296
9.00E+00,2.29E+01,22.51075745,14,14.58587162,13.14429394,27.71561432
1.80E+01,2.96E+01,29.9681015,17,22.26151655,21.94399806,23.65932465
2.80E+01,4.60E+01,45.24489212,15,19.42869252,18.62950542,51.3526001
3.20E+01,5.07E+01,48.60270691,23,26.93609474,26.3441925,58.14300919
3.30E+01,4.77E+01,48.13486862,35,36.04364981,34.2165872,38.31939697
3.50E+01,5.03E+01,49.15861511,40,40.57154113,38.42671021,50.2725029
4.60E+01,5.20E+01,47.52905273,40,42.57572522,39.21747512,31.61460876
1.90E+01,3.12E+01,32.59185028,39,42.99510825,41.47546189,30.1160965
2.10E+01,3.69E+01,32.61309052,45,43.53456832,40.38061348,29.0951004
9.00E+00,1.84E+01,14.5211792,26,27.68908004,25.61512939,3.028167725
1.20E+01,1.62E+01,14.38910675,24,28.46685327,25.63721251,7.805549622
9.00E+00,1.52E+01,16.3523941,11,11.32913808,12.64773818,-3.437583923
1.00E+01,1.37E+01,15.52471161,12,12.82303903,13.71198968,15.02901459
1.20E+01,1.42E+01,16.48805237,11,13.33206987,11.76586616,13.7073288
1.00E+01,1.19E+01,14.23171234,12,13.74513546,11.67223168,8.59866333
1.00E+01,1.17E+01,14.07416534,12,14.21986063,12.26745697,18.81652832
9.00E+00,1.01E+01,12.67936707,12,13.62855271,11.02915316,16.24529266
7.00E+00,9.00E+00,11.92979431,12,13.62855271,11.23829978,15.23265839
6.00E+00,7.92E+00,10.52402496,11,12.60937693,11.4721558,14.96691895
6.00E+00,8.13E+00,10.8991394,9,11.52872582,11.38188617,16.54760742
6.00E+00,1.13E+01,16.65431976,9,11.16152224,12.62571998,23.61825562
6.00E+00,1.31E+01,14.77632141,9,11.16152224,13.78239018,25.05993652
6.00E+00,1.50E+01,17.20404053,13,17.87986465,16.10124118,28.90452576
6.00E+00,1.60E+01,18.25087738,13,17.98625224,17.07623896,30.91806793
1.20E+01,2.29E+01,23.88671875,13,17.98625224,17.85297714,32.62197113
1.70E+01,2.98E+01,29.46690369,13,18.33587366,18.60626442,30.68125153
1.60E+01,3.04E+01,28.95623779,12,22.92563352,23.24952751,33.47113037
1.90E+01,3.10E+01,31.50941467,23,28.87085556,27.36140964,33.84352112
2.20E+01,3.34E+01,31.63523865,23,25.77646158,26.42962194,37.40288925
2.00E+01,3.83E+01,37.10132599,26,27.68908004,24.32131213,40.85158157
3.60E+01,5.24E+01,48.3664856,26,31.27942579,28.923741,55.90539551
3.50E+01,4.80E+01,42.92389679,26,30.07780078,29.03111192,39.55348969
3.00E+01,3.67E+01,31.44828796,43,45.61656978,44.52333604,37.38254166
1.30E+01,2.29E+01,18.09355927,38,33.77483392,33.41192823,15.31018066
1.90E+01,2.28E+01,19.22032166,26,29.3248211,30.93325967,19.36301422
2.00E+01,2.27E+01,19.27554321,14,14.88461568,15.88318053,17.29898834
1.80E+01,2.31E+01,22.54032135,19,18.5121228,19.91562386,27.40838623
1.70E+01,1.99E+01,17.72106934,19,22.53401075,24.95654235,26.55187988
1.70E+01,1.86E+01,18.97235107,17,26.06354139,25.23194283,18.39081573
1.00E+01,1.52E+01,14.50160217,17,15.72943532,17.98578229,5.30342865
1.30E+01,1.36E+01,14.42793274,17,15.61285257,17.19193896,4.842895508
1.30E+01,1.41E+01,14.87924957,12,14.10462081,12.54715257,7.866889954
1.00E+01,1.33E+01,14.17385864,14,13.25239246,14.46919974,10.97193146
1.00E+01,1.70E+01,19.93115234,14,12.30204113,14.7806085,12.76220703
1.20E+01,2.32E+01,22.88078308,12,11.34571592,13.03612035,22.27355194
1.10E+01,2.37E+01,26.45962524,12,18.96745151,17.58884682,24.42089844
9.00E+00,2.76E+01,28.78588104,12,19.38277745,19.8969638,14.28588867
2.00E+01,2.71E+01,29.25186157,12,18.90805227,19.63817121,-12.4079361
2.10E+01,3.39E+01,33.88340759,11,-5.482038894,13.92716005,30.93914795
2.00E+01,3.38E+01,30.48976898,19,3.008577849,33.81507448,35.97401047
2.60E+01,4.19E+01,38.96165466,26,30.47141318,28.97164223,41.63658524
3.50E+01,4.73E+01,43.69717407,26,30.01840155,28.61316846,55.31945038
5.80E+01,6.14E+01,62.65473557,29,37.38500807,28.82442228,79.73086548
4.50E+01,5.48E+01,54.75288773,39,42.9901745,42.25876787,56.00683212
5.00E+01,5.67E+01,54.48468399,66,65.12921678,64.66222253,49.63372421
5.80E+01,6.68E+01,64.67599487,47,55.14704247,52.42522814,62.36110306
4.40E+01,5.21E+01,51.02782822,45,52.02005907,47.09045953,48.89562988
4.60E+01,5.08E+01,48.35699081,66,65.12921678,66.05573269,35.71445465
3.10E+01,3.68E+01,33.56693268,45,50.58607385,43.13976328,32.11485291
2.30E+01,2.90E+01,26.61286163,45,48.57011962,44.29659107,20.75457001
2.10E+01,2.43E+01,21.95666504,33,31.47278329,31.15627996,22.43416595
2.40E+01,2.56E+01,23.54949951,22,23.14358826,23.68119229,23.84122467
